mechanism,tiers,spacing,stream,n,np,wr,fold,ext_pts,tp_mult
multi-tier,1.0,0.3,S5,10,759.0,60.0,W2_OOS,,
multi-tier,1.0,0.3,S6,26,226.0,23.1,W2_OOS,,
multi-tier,1.0,0.5,S1,12,809.0,58.3,W2_OOS,,
multi-tier,1.0,0.5,S2,24,306.0,25.0,W2_OOS,,
multi-tier,1.0,0.5,S3,12,809.0,58.3,W2_OOS,,
multi-tier,1.0,0.5,S4,12,924.0,58.3,W2_OOS,,
multi-tier,1.0,0.5,S5,10,759.0,60.0,W2_OOS,,
multi-tier,1.0,0.5,S6,26,226.0,23.1,W2_OOS,,
multi-tier,2.0,0.15,S1,24,751.0,54.2,W2_OOS,,
multi-tier,2.0,0.15,S2,48,154.0,22.9,W2_OOS,,
multi-tier,2.0,0.15,S3,24,751.0,54.2,W2_OOS,,
multi-tier,2.0,0.15,S4,24,866.0,54.2,W2_OOS,,
multi-tier,2.0,0.15,S5,20,759.0,60.0,W2_OOS,,
multi-tier,2.0,0.15,S6,52,74.0,21.2,W2_OOS,,
multi-tier,2.0,0.3,S1,24,616.0,50.0,W2_OOS,,
multi-tier,2.0,0.3,S2,48,154.0,22.9,W2_OOS,,
multi-tier,2.0,0.3,S3,24,616.0,50.0,W2_OOS,,
multi-tier,2.0,0.3,S4,24,712.0,50.0,W2_OOS,,
multi-tier,2.0,0.3,S5,20,624.0,55.0,W2_OOS,,
multi-tier,2.0,0.3,S6,52,74.0,21.2,W2_OOS,,
multi-tier,2.0,0.5,S1,24,616.0,50.0,W2_OOS,,
multi-tier,2.0,0.5,S2,48,154.0,22.9,W2_OOS,,
multi-tier,2.0,0.5,S3,24,616.0,50.0,W2_OOS,,
multi-tier,2.0,0.5,S4,24,712.0,50.0,W2_OOS,,
multi-tier,2.0,0.5,S5,20,624.0,55.0,W2_OOS,,
multi-tier,2.0,0.5,S6,52,74.0,21.2,W2_OOS,,
multi-tier,3.0,0.15,S1,36,642.0,50.0,W2_OOS,,
multi-tier,3.0,0.15,S2,72,103.0,22.2,W2_OOS,,
multi-tier,3.0,0.15,S3,36,642.0,50.0,W2_OOS,,
multi-tier,3.0,0.15,S4,36,744.0,50.0,W2_OOS,,
multi-tier,3.0,0.15,S5,30,669.0,56.7,W2_OOS,,
multi-tier,3.0,0.15,S6,78,23.0,20.5,W2_OOS,,
multi-tier,3.0,0.3,S1,36,552.0,47.2,W2_OOS,,
multi-tier,3.0,0.3,S2,72,103.0,22.2,W2_OOS,,
multi-tier,3.0,0.3,S3,36,552.0,47.2,W2_OOS,,
multi-tier,3.0,0.3,S4,36,642.0,47.2,W2_OOS,,
multi-tier,3.0,0.3,S5,30,579.0,53.3,W2_OOS,,
multi-tier,3.0,0.3,S6,78,23.0,20.5,W2_OOS,,
multi-tier,3.0,0.5,S1,40,500.0,42.5,W2_OOS,,
multi-tier,3.0,0.5,S2,76,65.0,21.1,W2_OOS,,
multi-tier,3.0,0.5,S3,40,500.0,42.5,W2_OOS,,
multi-tier,3.0,0.5,S4,40,590.0,42.5,W2_OOS,,
multi-tier,3.0,0.5,S5,34,528.0,47.1,W2_OOS,,
multi-tier,3.0,0.5,S6,82,-15.0,19.5,W2_OOS,,
stop-ext,,,S1,8,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S2,14,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S3,8,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S4,8,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S5,7,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S6,15,0.0,0.0,W2_OOS,0.0,1.5
stop-ext,,,S1,8,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S2,14,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S3,8,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S4,8,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S5,7,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S6,15,0.0,0.0,W2_OOS,0.0,2.0
stop-ext,,,S1,8,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S2,14,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S3,8,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S4,8,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S5,7,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S6,15,0.0,0.0,W2_OOS,0.0,3.0
stop-ext,,,S1,8,-4.0,87.5,W2_OOS,50.0,1.5
stop-ext,,,S2,13,-197.0,69.2,W2_OOS,50.0,1.5
stop-ext,,,S3,8,-4.0,87.5,W2_OOS,50.0,1.5
stop-ext,,,S4,8,-4.0,87.5,W2_OOS,50.0,1.5
stop-ext,,,S5,7,75.0,100.0,W2_OOS,50.0,1.5
stop-ext,,,S6,14,-182.0,71.4,W2_OOS,50.0,1.5
stop-ext,,,S1,8,21.0,87.5,W2_OOS,50.0,2.0
stop-ext,,,S2,13,-248.0,61.5,W2_OOS,50.0,2.0
stop-ext,,,S3,8,21.0,87.5,W2_OOS,50.0,2.0
stop-ext,,,S4,8,21.0,87.5,W2_OOS,50.0,2.0
stop-ext,,,S5,7,100.0,100.0,W2_OOS,50.0,2.0
stop-ext,,,S6,14,-228.0,64.3,W2_OOS,50.0,2.0
stop-ext,,,S1,8,70.0,87.5,W2_OOS,50.0,3.0
stop-ext,,,S2,13,-170.0,61.5,W2_OOS,50.0,3.0
stop-ext,,,S3,8,70.0,87.5,W2_OOS,50.0,3.0
stop-ext,,,S4,8,70.0,87.5,W2_OOS,50.0,3.0
stop-ext,,,S5,7,150.0,100.0,W2_OOS,50.0,3.0
stop-ext,,,S6,14,-140.0,64.3,W2_OOS,50.0,3.0
stop-ext,,,S1,8,168.0,100.0,W2_OOS,100.0,1.5
stop-ext,,,S2,13,-66.0,69.2,W2_OOS,100.0,1.5
stop-ext,,,S3,8,168.0,100.0,W2_OOS,100.0,1.5
stop-ext,,,S4,8,168.0,100.0,W2_OOS,100.0,1.5
stop-ext,,,S5,7,150.0,100.0,W2_OOS,100.0,1.5
stop-ext,,,S6,14,-36.0,71.4,W2_OOS,100.0,1.5
stop-ext,,,S1,8,224.0,100.0,W2_OOS,100.0,2.0
stop-ext,,,S2,13,22.0,69.2,W2_OOS,100.0,2.0
stop-ext,,,S3,8,224.0,100.0,W2_OOS,100.0,2.0
stop-ext,,,S4,8,224.0,100.0,W2_OOS,100.0,2.0
stop-ext,,,S5,7,200.0,100.0,W2_OOS,100.0,2.0
stop-ext,,,S6,14,62.0,71.4,W2_OOS,100.0,2.0
stop-ext,,,S1,8,336.0,100.0,W2_OOS,100.0,3.0
stop-ext,,,S2,13,197.0,69.2,W2_OOS,100.0,3.0
stop-ext,,,S3,8,336.0,100.0,W2_OOS,100.0,3.0
stop-ext,,,S4,8,336.0,100.0,W2_OOS,100.0,3.0
stop-ext,,,S5,7,300.0,100.0,W2_OOS,100.0,3.0
stop-ext,,,S6,14,257.0,71.4,W2_OOS,100.0,3.0
stop-ext,,,S1,8,98.0,75.0,W2_OOS,200.0,1.5
stop-ext,,,S2,13,505.0,84.6,W2_OOS,200.0,1.5
stop-ext,,,S3,8,98.0,75.0,W2_OOS,200.0,1.5
stop-ext,,,S4,8,98.0,75.0,W2_OOS,200.0,1.5
stop-ext,,,S5,7,62.0,71.4,W2_OOS,200.0,1.5
stop-ext,,,S6,14,425.0,78.6,W2_OOS,200.0,1.5
stop-ext,,,S1,8,182.0,75.0,W2_OOS,200.0,2.0
stop-ext,,,S2,13,420.0,69.2,W2_OOS,200.0,2.0
stop-ext,,,S3,8,182.0,75.0,W2_OOS,200.0,2.0
stop-ext,,,S4,8,182.0,75.0,W2_OOS,200.0,2.0
stop-ext,,,S5,7,134.0,71.4,W2_OOS,200.0,2.0
stop-ext,,,S6,14,340.0,64.3,W2_OOS,200.0,2.0
stop-ext,,,S1,8,28.0,50.0,W2_OOS,200.0,3.0
stop-ext,,,S2,13,342.0,53.8,W2_OOS,200.0,3.0
stop-ext,,,S3,8,28.0,50.0,W2_OOS,200.0,3.0
stop-ext,,,S4,8,28.0,50.0,W2_OOS,200.0,3.0
stop-ext,,,S5,7,-67.0,42.9,W2_OOS,200.0,3.0
stop-ext,,,S6,14,262.0,50.0,W2_OOS,200.0,3.0
multi-tier,1.0,0.15,S1,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.15,S2,56,1694.0,32.1,W3_IS,,
multi-tier,1.0,0.15,S3,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.15,S4,34,1911.0,41.2,W3_IS,,
multi-tier,1.0,0.15,S5,36,2915.0,55.6,W3_IS,,
multi-tier,1.0,0.15,S6,68,2188.0,32.4,W3_IS,,
multi-tier,1.0,0.3,S1,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.3,S2,56,1694.0,32.1,W3_IS,,
multi-tier,1.0,0.3,S3,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.3,S4,34,1911.0,41.2,W3_IS,,
multi-tier,1.0,0.3,S5,36,2915.0,55.6,W3_IS,,
multi-tier,1.0,0.3,S6,68,2188.0,32.4,W3_IS,,
multi-tier,1.0,0.5,S1,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.5,S2,56,1694.0,32.1,W3_IS,,
multi-tier,1.0,0.5,S3,42,2934.0,50.0,W3_IS,,
multi-tier,1.0,0.5,S4,34,1911.0,41.2,W3_IS,,
multi-tier,1.0,0.5,S5,36,2915.0,55.6,W3_IS,,
multi-tier,1.0,0.5,S6,68,2188.0,32.4,W3_IS,,
multi-tier,2.0,0.15,S1,84,2416.0,44.0,W3_IS,,
multi-tier,2.0,0.15,S2,112,1008.0,27.7,W3_IS,,
multi-tier,2.0,0.15,S3,84,2416.0,44.0,W3_IS,,
multi-tier,2.0,0.15,S4,68,1767.0,38.2,W3_IS,,
multi-tier,2.0,0.15,S5,72,2475.0,50.0,W3_IS,,
multi-tier,2.0,0.15,S6,136,1480.0,28.7,W3_IS,,
multi-tier,2.0,0.3,S1,84,2027.0,40.5,W3_IS,,
multi-tier,2.0,0.3,S2,116,378.0,24.1,W3_IS,,
multi-tier,2.0,0.3,S3,84,2027.0,40.5,W3_IS,,
multi-tier,2.0,0.3,S4,68,1331.0,33.8,W3_IS,,
multi-tier,2.0,0.3,S5,72,2109.0,45.8,W3_IS,,
multi-tier,2.0,0.3,S6,140,842.0,25.7,W3_IS,,
multi-tier,2.0,0.5,S1,88,1665.0,37.5,W3_IS,,
multi-tier,2.0,0.5,S2,116,378.0,24.1,W3_IS,,
multi-tier,2.0,0.5,S3,88,1665.0,37.5,W3_IS,,
multi-tier,2.0,0.5,S4,72,892.0,30.6,W3_IS,,
multi-tier,2.0,0.5,S5,76,1771.0,42.1,W3_IS,,
multi-tier,2.0,0.5,S6,140,474.0,24.3,W3_IS,,
multi-tier,3.0,0.15,S1,126,1984.0,39.7,W3_IS,,
multi-tier,3.0,0.15,S2,172,359.0,23.8,W3_IS,,
multi-tier,3.0,0.15,S3,126,1984.0,39.7,W3_IS,,
multi-tier,3.0,0.15,S4,102,1428.0,34.3,W3_IS,,
multi-tier,3.0,0.15,S5,108,2084.0,45.4,W3_IS,,
multi-tier,3.0,0.15,S6,208,819.0,25.5,W3_IS,,
multi-tier,3.0,0.3,S1,130,1213.0,33.1,W3_IS,,
multi-tier,3.0,0.3,S2,176,-65.0,21.6,W3_IS,,
multi-tier,3.0,0.3,S3,130,1213.0,33.1,W3_IS,,
multi-tier,3.0,0.3,S4,106,886.0,30.2,W3_IS,,
multi-tier,3.0,0.3,S5,112,1360.0,37.5,W3_IS,,
multi-tier,3.0,0.3,S6,212,144.0,22.6,W3_IS,,
multi-tier,3.0,0.5,S1,142,1066.0,31.7,W3_IS,,
multi-tier,3.0,0.5,S2,184,167.0,23.4,W3_IS,,
multi-tier,3.0,0.5,S3,142,1066.0,31.7,W3_IS,,
multi-tier,3.0,0.5,S4,118,718.0,28.8,W3_IS,,
multi-tier,3.0,0.5,S5,124,1236.0,35.5,W3_IS,,
multi-tier,3.0,0.5,S6,220,21.0,22.3,W3_IS,,
stop-ext,,,S1,27,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S2,34,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S3,27,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S4,23,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S5,24,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S6,40,0.0,0.0,W3_IS,0.0,1.5
stop-ext,,,S1,27,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S2,34,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S3,27,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S4,23,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S5,24,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S6,40,0.0,0.0,W3_IS,0.0,2.0
stop-ext,,,S1,27,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S2,34,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S3,27,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S4,23,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S5,24,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S6,40,0.0,0.0,W3_IS,0.0,3.0
stop-ext,,,S1,27,121.0,92.6,W3_IS,50.0,1.5
stop-ext,,,S2,33,-362.0,75.8,W3_IS,50.0,1.5
stop-ext,,,S3,27,121.0,92.6,W3_IS,50.0,1.5
stop-ext,,,S4,23,69.0,91.3,W3_IS,50.0,1.5
stop-ext,,,S5,24,190.0,95.8,W3_IS,50.0,1.5
stop-ext,,,S6,39,-272.0,79.5,W3_IS,50.0,1.5
stop-ext,,,S1,27,226.0,92.6,W3_IS,50.0,2.0
stop-ext,,,S2,33,-342.0,72.7,W3_IS,50.0,2.0
stop-ext,,,S3,27,226.0,92.6,W3_IS,50.0,2.0
stop-ext,,,S4,23,156.0,91.3,W3_IS,50.0,2.0
stop-ext,,,S5,24,282.0,95.8,W3_IS,50.0,2.0
stop-ext,,,S6,39,-219.0,76.9,W3_IS,50.0,2.0
stop-ext,,,S1,27,92.0,81.5,W3_IS,50.0,3.0
stop-ext,,,S2,33,-65.0,72.7,W3_IS,50.0,3.0
stop-ext,,,S3,27,92.0,81.5,W3_IS,50.0,3.0
stop-ext,,,S4,23,79.0,82.6,W3_IS,50.0,3.0
stop-ext,,,S5,24,243.0,87.5,W3_IS,50.0,3.0
stop-ext,,,S6,39,134.0,76.9,W3_IS,50.0,3.0
stop-ext,,,S1,27,224.0,85.2,W3_IS,100.0,1.5
stop-ext,,,S2,31,256.0,80.6,W3_IS,100.0,1.5
stop-ext,,,S3,27,224.0,85.2,W3_IS,100.0,1.5
stop-ext,,,S4,23,212.0,87.0,W3_IS,100.0,1.5
stop-ext,,,S5,24,243.0,87.5,W3_IS,100.0,1.5
stop-ext,,,S6,37,466.0,83.8,W3_IS,100.0,1.5
stop-ext,,,S1,27,418.0,85.2,W3_IS,100.0,2.0
stop-ext,,,S2,31,414.0,77.4,W3_IS,100.0,2.0
stop-ext,,,S3,27,418.0,85.2,W3_IS,100.0,2.0
stop-ext,,,S4,23,378.0,87.0,W3_IS,100.0,2.0
stop-ext,,,S5,24,412.0,87.5,W3_IS,100.0,2.0
stop-ext,,,S6,37,694.0,81.1,W3_IS,100.0,2.0
stop-ext,,,S1,27,670.0,81.5,W3_IS,100.0,3.0
stop-ext,,,S2,31,649.0,71.0,W3_IS,100.0,3.0
stop-ext,,,S3,27,670.0,81.5,W3_IS,100.0,3.0
stop-ext,,,S4,23,574.0,82.6,W3_IS,100.0,3.0
stop-ext,,,S5,24,750.0,87.5,W3_IS,100.0,3.0
stop-ext,,,S6,37,934.0,73.0,W3_IS,100.0,3.0
stop-ext,,,S1,27,203.0,70.4,W3_IS,200.0,1.5
stop-ext,,,S2,31,586.0,67.7,W3_IS,200.0,1.5
stop-ext,,,S3,27,203.0,70.4,W3_IS,200.0,1.5
stop-ext,,,S4,23,-4.0,65.2,W3_IS,200.0,1.5
stop-ext,,,S5,24,172.0,70.8,W3_IS,200.0,1.5
stop-ext,,,S6,37,696.0,67.6,W3_IS,200.0,1.5
stop-ext,,,S1,27,197.0,63.0,W3_IS,200.0,2.0
stop-ext,,,S2,31,688.0,61.3,W3_IS,200.0,2.0
stop-ext,,,S3,27,197.0,63.0,W3_IS,200.0,2.0
stop-ext,,,S4,23,244.0,65.2,W3_IS,200.0,2.0
stop-ext,,,S5,24,138.0,62.5,W3_IS,200.0,2.0
stop-ext,,,S6,37,888.0,62.2,W3_IS,200.0,2.0
stop-ext,,,S1,27,-410.0,40.7,W3_IS,200.0,3.0
stop-ext,,,S2,31,1012.0,54.8,W3_IS,200.0,3.0
stop-ext,,,S3,27,-410.0,40.7,W3_IS,200.0,3.0
stop-ext,,,S4,23,-226.0,43.5,W3_IS,200.0,3.0
stop-ext,,,S5,24,-513.0,37.5,W3_IS,200.0,3.0
stop-ext,,,S6,37,460.0,45.9,W3_IS,200.0,3.0
multi-tier,1.0,0.15,S1,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.15,S2,42,396.0,23.8,W3_OOS,,
multi-tier,1.0,0.15,S3,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.15,S4,30,-253.0,13.3,W3_OOS,,
multi-tier,1.0,0.15,S5,28,-281.0,14.3,W3_OOS,,
multi-tier,1.0,0.15,S6,44,372.0,22.7,W3_OOS,,
multi-tier,1.0,0.3,S1,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.3,S2,42,396.0,23.8,W3_OOS,,
multi-tier,1.0,0.3,S3,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.3,S4,30,-253.0,13.3,W3_OOS,,
multi-tier,1.0,0.3,S5,28,-281.0,14.3,W3_OOS,,
multi-tier,1.0,0.3,S6,44,372.0,22.7,W3_OOS,,
multi-tier,1.0,0.5,S1,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.5,S2,42,396.0,23.8,W3_OOS,,
multi-tier,1.0,0.5,S3,30,-352.0,13.3,W3_OOS,,
multi-tier,1.0,0.5,S4,30,-253.0,13.3,W3_OOS,,
multi-tier,1.0,0.5,S5,28,-281.0,14.3,W3_OOS,,
multi-tier,1.0,0.5,S6,44,372.0,22.7,W3_OOS,,
multi-tier,2.0,0.15,S1,64,115.0,21.9,W3_OOS,,
multi-tier,2.0,0.15,S2,84,273.0,23.8,W3_OOS,,
multi-tier,2.0,0.15,S3,64,115.0,21.9,W3_OOS,,
multi-tier,2.0,0.15,S4,64,234.0,21.9,W3_OOS,,
multi-tier,2.0,0.15,S5,60,187.0,23.3,W3_OOS,,
multi-tier,2.0,0.15,S6,88,238.0,22.7,W3_OOS,,
multi-tier,2.0,0.3,S1,68,159.0,23.5,W3_OOS,,
multi-tier,2.0,0.3,S2,92,193.0,25.0,W3_OOS,,
multi-tier,2.0,0.3,S3,68,159.0,23.5,W3_OOS,,
multi-tier,2.0,0.3,S4,68,275.0,23.5,W3_OOS,,
multi-tier,2.0,0.3,S5,64,231.0,25.0,W3_OOS,,
multi-tier,2.0,0.3,S6,96,134.0,24.0,W3_OOS,,
multi-tier,2.0,0.5,S1,68,-168.0,20.6,W3_OOS,,
multi-tier,2.0,0.5,S2,92,193.0,25.0,W3_OOS,,
multi-tier,2.0,0.5,S3,68,-168.0,20.6,W3_OOS,,
multi-tier,2.0,0.5,S4,68,-77.0,20.6,W3_OOS,,
multi-tier,2.0,0.5,S5,64,-77.0,21.9,W3_OOS,,
multi-tier,2.0,0.5,S6,96,134.0,24.0,W3_OOS,,
multi-tier,3.0,0.15,S1,102,301.0,25.5,W3_OOS,,
multi-tier,3.0,0.15,S2,134,179.0,24.6,W3_OOS,,
multi-tier,3.0,0.15,S3,102,301.0,25.5,W3_OOS,,
multi-tier,3.0,0.15,S4,102,424.0,25.5,W3_OOS,,
multi-tier,3.0,0.15,S5,96,372.0,27.1,W3_OOS,,
multi-tier,3.0,0.15,S6,140,124.0,23.6,W3_OOS,,
multi-tier,3.0,0.3,S1,106,112.0,24.5,W3_OOS,,
multi-tier,3.0,0.3,S2,142,41.0,23.9,W3_OOS,,
multi-tier,3.0,0.3,S3,106,112.0,24.5,W3_OOS,,
multi-tier,3.0,0.3,S4,106,216.0,24.5,W3_OOS,,
multi-tier,3.0,0.3,S5,100,196.0,26.0,W3_OOS,,
multi-tier,3.0,0.3,S6,148,-33.0,23.0,W3_OOS,,
multi-tier,3.0,0.5,S1,106,-62.0,23.6,W3_OOS,,
multi-tier,3.0,0.5,S2,142,-1.0,23.2,W3_OOS,,
multi-tier,3.0,0.5,S3,106,-62.0,23.6,W3_OOS,,
multi-tier,3.0,0.5,S4,106,23.0,23.6,W3_OOS,,
multi-tier,3.0,0.5,S5,100,32.0,25.0,W3_OOS,,
multi-tier,3.0,0.5,S6,148,-77.0,22.3,W3_OOS,,
stop-ext,,,S1,19,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S2,25,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S3,19,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S4,19,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S5,18,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S6,26,0.0,0.0,W3_OOS,0.0,1.5
stop-ext,,,S1,19,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S2,25,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S3,19,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S4,19,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S5,18,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S6,26,0.0,0.0,W3_OOS,0.0,2.0
stop-ext,,,S1,19,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S2,25,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S3,19,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S4,19,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S5,18,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S6,26,0.0,0.0,W3_OOS,0.0,3.0
stop-ext,,,S1,19,48.0,89.5,W3_OOS,50.0,1.5
stop-ext,,,S2,25,-314.0,72.0,W3_OOS,50.0,1.5
stop-ext,,,S3,19,48.0,89.5,W3_OOS,50.0,1.5
stop-ext,,,S4,19,36.0,89.5,W3_OOS,50.0,1.5
stop-ext,,,S5,18,31.0,88.9,W3_OOS,50.0,1.5
stop-ext,,,S6,26,-400.0,69.2,W3_OOS,50.0,1.5
stop-ext,,,S1,19,116.0,89.5,W3_OOS,50.0,2.0
stop-ext,,,S2,25,-440.0,64.0,W3_OOS,50.0,2.0
stop-ext,,,S3,19,116.0,89.5,W3_OOS,50.0,2.0
stop-ext,,,S4,19,100.0,89.5,W3_OOS,50.0,2.0
stop-ext,,,S5,18,93.0,88.9,W3_OOS,50.0,2.0
stop-ext,,,S6,26,-534.0,61.5,W3_OOS,50.0,2.0
stop-ext,,,S1,19,251.0,89.5,W3_OOS,50.0,3.0
stop-ext,,,S2,25,-516.0,56.0,W3_OOS,50.0,3.0
stop-ext,,,S3,19,251.0,89.5,W3_OOS,50.0,3.0
stop-ext,,,S4,19,227.0,89.5,W3_OOS,50.0,3.0
stop-ext,,,S5,18,216.0,88.9,W3_OOS,50.0,3.0
stop-ext,,,S6,26,-618.0,53.8,W3_OOS,50.0,3.0
stop-ext,,,S1,17,181.0,88.2,W3_OOS,100.0,1.5
stop-ext,,,S2,25,-148.0,68.0,W3_OOS,100.0,1.5
stop-ext,,,S3,17,181.0,88.2,W3_OOS,100.0,1.5
stop-ext,,,S4,17,171.0,88.2,W3_OOS,100.0,1.5
stop-ext,,,S5,16,160.0,87.5,W3_OOS,100.0,1.5
stop-ext,,,S6,26,-222.0,65.4,W3_OOS,100.0,1.5
stop-ext,,,S1,17,300.0,88.2,W3_OOS,100.0,2.0
stop-ext,,,S2,25,30.0,68.0,W3_OOS,100.0,2.0
stop-ext,,,S3,17,300.0,88.2,W3_OOS,100.0,2.0
stop-ext,,,S4,17,283.0,88.2,W3_OOS,100.0,2.0
stop-ext,,,S5,16,269.0,87.5,W3_OOS,100.0,2.0
stop-ext,,,S6,26,-40.0,65.4,W3_OOS,100.0,2.0
stop-ext,,,S1,17,266.0,76.5,W3_OOS,100.0,3.0
stop-ext,,,S2,25,91.0,60.0,W3_OOS,100.0,3.0
stop-ext,,,S3,17,266.0,76.5,W3_OOS,100.0,3.0
stop-ext,,,S4,17,252.0,76.5,W3_OOS,100.0,3.0
stop-ext,,,S5,16,214.0,75.0,W3_OOS,100.0,3.0
stop-ext,,,S6,26,16.0,57.7,W3_OOS,100.0,3.0
stop-ext,,,S1,17,-6.0,64.7,W3_OOS,200.0,1.5
stop-ext,,,S2,23,176.0,60.9,W3_OOS,200.0,1.5
stop-ext,,,S3,17,-6.0,64.7,W3_OOS,200.0,1.5
stop-ext,,,S4,17,-3.0,64.7,W3_OOS,200.0,1.5
stop-ext,,,S5,16,-58.0,62.5,W3_OOS,200.0,1.5
stop-ext,,,S6,23,194.0,60.9,W3_OOS,200.0,1.5
stop-ext,,,S1,17,16.0,58.8,W3_OOS,200.0,2.0
stop-ext,,,S2,23,124.0,52.2,W3_OOS,200.0,2.0
stop-ext,,,S3,17,16.0,58.8,W3_OOS,200.0,2.0
stop-ext,,,S4,17,19.0,58.8,W3_OOS,200.0,2.0
stop-ext,,,S5,16,-57.0,56.2,W3_OOS,200.0,2.0
stop-ext,,,S6,23,152.0,52.2,W3_OOS,200.0,2.0
stop-ext,,,S1,17,-13.0,47.1,W3_OOS,200.0,3.0
stop-ext,,,S2,23,26.0,39.1,W3_OOS,200.0,3.0
stop-ext,,,S3,17,-13.0,47.1,W3_OOS,200.0,3.0
stop-ext,,,S4,17,-5.0,47.1,W3_OOS,200.0,3.0
stop-ext,,,S5,16,56.0,50.0,W3_OOS,200.0,3.0
stop-ext,,,S6,23,64.0,39.1,W3_OOS,200.0,3.0
multi-tier,1.0,0.15,S1,42,297.0,26.2,W4_IS,,
multi-tier,1.0,0.15,S2,66,844.0,24.2,W4_IS,,
multi-tier,1.0,0.15,S3,42,319.0,26.2,W4_IS,,
multi-tier,1.0,0.15,S4,42,578.0,26.2,W4_IS,,
multi-tier,1.0,0.15,S5,38,396.0,26.3,W4_IS,,
multi-tier,1.0,0.15,S6,70,700.0,22.9,W4_IS,,
multi-tier,1.0,0.3,S1,42,297.0,26.2,W4_IS,,
multi-tier,1.0,0.3,S2,66,844.0,24.2,W4_IS,,
multi-tier,1.0,0.3,S3,42,319.0,26.2,W4_IS,,
multi-tier,1.0,0.3,S4,42,578.0,26.2,W4_IS,,
multi-tier,1.0,0.3,S5,38,396.0,26.3,W4_IS,,
multi-tier,1.0,0.3,S6,70,700.0,22.9,W4_IS,,
multi-tier,1.0,0.5,S1,42,297.0,26.2,W4_IS,,
multi-tier,1.0,0.5,S2,66,844.0,24.2,W4_IS,,
multi-tier,1.0,0.5,S3,42,319.0,26.2,W4_IS,,
multi-tier,1.0,0.5,S4,42,578.0,26.2,W4_IS,,
multi-tier,1.0,0.5,S5,38,396.0,26.3,W4_IS,,
multi-tier,1.0,0.5,S6,70,700.0,22.9,W4_IS,,
multi-tier,2.0,0.15,S1,88,910.0,30.7,W4_IS,,
multi-tier,2.0,0.15,S2,132,534.0,23.5,W4_IS,,
multi-tier,2.0,0.15,S3,88,894.0,30.7,W4_IS,,
