mechanism,tiers,spacing,stream,n,np,wr,fold,ext_pts,tp_mult
multi-tier,2.0,0.15,S4,88,1188.0,30.7,W4_IS,,
multi-tier,2.0,0.15,S5,80,985.0,32.5,W4_IS,,
multi-tier,2.0,0.15,S6,140,374.0,22.1,W4_IS,,
multi-tier,2.0,0.3,S1,92,839.0,30.4,W4_IS,,
multi-tier,2.0,0.3,S2,140,402.0,24.3,W4_IS,,
multi-tier,2.0,0.3,S3,92,820.0,30.4,W4_IS,,
multi-tier,2.0,0.3,S4,92,1092.0,30.4,W4_IS,,
multi-tier,2.0,0.3,S5,84,905.0,32.1,W4_IS,,
multi-tier,2.0,0.3,S6,148,254.0,23.0,W4_IS,,
multi-tier,2.0,0.5,S1,92,377.0,28.3,W4_IS,,
multi-tier,2.0,0.5,S2,140,402.0,24.3,W4_IS,,
multi-tier,2.0,0.5,S3,92,377.0,28.3,W4_IS,,
multi-tier,2.0,0.5,S4,92,608.0,28.3,W4_IS,,
multi-tier,2.0,0.5,S5,84,501.0,29.8,W4_IS,,
multi-tier,2.0,0.5,S6,148,254.0,23.0,W4_IS,,
multi-tier,3.0,0.15,S1,138,1067.0,31.9,W4_IS,,
multi-tier,3.0,0.15,S2,206,343.0,23.8,W4_IS,,
multi-tier,3.0,0.15,S3,138,1036.0,31.9,W4_IS,,
multi-tier,3.0,0.15,S4,138,1327.0,31.9,W4_IS,,
multi-tier,3.0,0.15,S5,126,1128.0,34.1,W4_IS,,
multi-tier,3.0,0.15,S6,218,185.0,22.5,W4_IS,,
multi-tier,3.0,0.3,S1,142,711.0,30.3,W4_IS,,
multi-tier,3.0,0.3,S2,214,139.0,23.4,W4_IS,,
multi-tier,3.0,0.3,S3,142,691.0,30.3,W4_IS,,
multi-tier,3.0,0.3,S4,142,941.0,30.3,W4_IS,,
multi-tier,3.0,0.3,S5,130,805.0,32.3,W4_IS,,
multi-tier,3.0,0.3,S6,226,-19.0,22.1,W4_IS,,
multi-tier,3.0,0.5,S1,146,415.0,28.8,W4_IS,,
multi-tier,3.0,0.5,S2,218,42.0,22.5,W4_IS,,
multi-tier,3.0,0.5,S3,146,405.0,28.8,W4_IS,,
multi-tier,3.0,0.5,S4,146,624.0,28.8,W4_IS,,
multi-tier,3.0,0.5,S5,134,539.0,30.6,W4_IS,,
multi-tier,3.0,0.5,S6,230,-119.0,21.3,W4_IS,,
stop-ext,,,S1,27,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S2,39,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S3,27,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S4,27,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S5,25,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S6,41,0.0,0.0,W4_IS,0.0,1.5
stop-ext,,,S1,27,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S2,39,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S3,27,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S4,27,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S5,25,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S6,41,0.0,0.0,W4_IS,0.0,2.0
stop-ext,,,S1,27,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S2,39,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S3,27,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S4,27,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S5,25,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S6,41,0.0,0.0,W4_IS,0.0,3.0
stop-ext,,,S1,27,65.0,88.9,W4_IS,50.0,1.5
stop-ext,,,S2,38,-622.0,71.1,W4_IS,50.0,1.5
stop-ext,,,S3,27,64.0,88.9,W4_IS,50.0,1.5
stop-ext,,,S4,27,51.0,88.9,W4_IS,50.0,1.5
stop-ext,,,S5,25,117.0,92.0,W4_IS,50.0,1.5
stop-ext,,,S6,40,-748.0,70.0,W4_IS,50.0,1.5
stop-ext,,,S1,27,186.0,88.9,W4_IS,50.0,2.0
stop-ext,,,S2,38,-846.0,63.2,W4_IS,50.0,2.0
stop-ext,,,S3,27,181.0,88.9,W4_IS,50.0,2.0
stop-ext,,,S4,27,163.0,88.9,W4_IS,50.0,2.0
stop-ext,,,S5,25,222.0,92.0,W4_IS,50.0,2.0
stop-ext,,,S6,40,-988.0,62.5,W4_IS,50.0,2.0
stop-ext,,,S1,27,428.0,88.9,W4_IS,50.0,3.0
stop-ext,,,S2,38,-873.0,57.9,W4_IS,50.0,3.0
stop-ext,,,S3,27,414.0,88.9,W4_IS,50.0,3.0
stop-ext,,,S4,27,388.0,88.9,W4_IS,50.0,3.0
stop-ext,,,S5,25,432.0,92.0,W4_IS,50.0,3.0
stop-ext,,,S6,40,-1012.0,57.5,W4_IS,50.0,3.0
stop-ext,,,S1,25,424.0,92.0,W4_IS,100.0,1.5
stop-ext,,,S2,38,-262.0,68.4,W4_IS,100.0,1.5
stop-ext,,,S3,25,400.0,92.0,W4_IS,100.0,1.5
stop-ext,,,S4,25,400.0,92.0,W4_IS,100.0,1.5
stop-ext,,,S5,23,350.0,91.3,W4_IS,100.0,1.5
stop-ext,,,S6,40,-346.0,67.5,W4_IS,100.0,1.5
stop-ext,,,S1,25,649.0,92.0,W4_IS,100.0,2.0
stop-ext,,,S2,38,66.0,68.4,W4_IS,100.0,2.0
stop-ext,,,S3,25,617.0,92.0,W4_IS,100.0,2.0
stop-ext,,,S4,25,611.0,92.0,W4_IS,100.0,2.0
stop-ext,,,S5,23,540.0,91.3,W4_IS,100.0,2.0
stop-ext,,,S6,40,10.0,67.5,W4_IS,100.0,2.0
stop-ext,,,S1,25,709.0,84.0,W4_IS,100.0,3.0
stop-ext,,,S2,38,317.0,63.2,W4_IS,100.0,3.0
stop-ext,,,S3,25,678.0,84.0,W4_IS,100.0,3.0
stop-ext,,,S4,25,675.0,84.0,W4_IS,100.0,3.0
stop-ext,,,S5,23,580.0,82.6,W4_IS,100.0,3.0
stop-ext,,,S6,40,289.0,62.5,W4_IS,100.0,3.0
stop-ext,,,S1,25,80.0,68.0,W4_IS,200.0,1.5
stop-ext,,,S2,36,738.0,69.4,W4_IS,200.0,1.5
stop-ext,,,S3,25,66.0,68.0,W4_IS,200.0,1.5
stop-ext,,,S4,25,80.0,68.0,W4_IS,200.0,1.5
stop-ext,,,S5,23,2.0,65.2,W4_IS,200.0,1.5
stop-ext,,,S6,37,698.0,67.6,W4_IS,200.0,1.5
stop-ext,,,S1,25,192.0,64.0,W4_IS,200.0,2.0
stop-ext,,,S2,36,596.0,58.3,W4_IS,200.0,2.0
stop-ext,,,S3,25,176.0,64.0,W4_IS,200.0,2.0
stop-ext,,,S4,25,190.0,64.0,W4_IS,200.0,2.0
stop-ext,,,S5,23,84.0,60.9,W4_IS,200.0,2.0
stop-ext,,,S6,37,540.0,56.8,W4_IS,200.0,2.0
stop-ext,,,S1,25,-8.0,48.0,W4_IS,200.0,3.0
stop-ext,,,S2,36,386.0,44.4,W4_IS,200.0,3.0
stop-ext,,,S3,25,-24.0,48.0,W4_IS,200.0,3.0
stop-ext,,,S4,25,-5.0,48.0,W4_IS,200.0,3.0
stop-ext,,,S5,23,36.0,47.8,W4_IS,200.0,3.0
stop-ext,,,S6,37,322.0,43.2,W4_IS,200.0,3.0
multi-tier,1.0,0.15,S1,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.15,S2,20,-556.0,10.0,W4_OOS,,
multi-tier,1.0,0.15,S3,18,-347.0,16.7,W4_OOS,,
multi-tier,1.0,0.15,S4,14,-193.0,21.4,W4_OOS,,
multi-tier,1.0,0.15,S5,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.15,S6,28,-868.0,7.1,W4_OOS,,
multi-tier,1.0,0.3,S1,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.3,S2,20,-556.0,10.0,W4_OOS,,
multi-tier,1.0,0.3,S3,18,-347.0,16.7,W4_OOS,,
multi-tier,1.0,0.3,S4,14,-193.0,21.4,W4_OOS,,
multi-tier,1.0,0.3,S5,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.3,S6,28,-868.0,7.1,W4_OOS,,
multi-tier,1.0,0.5,S1,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.5,S2,20,-556.0,10.0,W4_OOS,,
multi-tier,1.0,0.5,S3,18,-347.0,16.7,W4_OOS,,
multi-tier,1.0,0.5,S4,14,-193.0,21.4,W4_OOS,,
multi-tier,1.0,0.5,S5,22,-501.0,13.6,W4_OOS,,
multi-tier,1.0,0.5,S6,28,-868.0,7.1,W4_OOS,,
multi-tier,2.0,0.15,S1,44,-501.0,13.6,W4_OOS,,
multi-tier,2.0,0.15,S2,40,-556.0,10.0,W4_OOS,,
multi-tier,2.0,0.15,S3,36,-347.0,16.7,W4_OOS,,
multi-tier,2.0,0.15,S4,28,-193.0,21.4,W4_OOS,,
multi-tier,2.0,0.15,S5,44,-501.0,13.6,W4_OOS,,
multi-tier,2.0,0.15,S6,56,-868.0,7.1,W4_OOS,,
multi-tier,2.0,0.3,S1,44,-501.0,13.6,W4_OOS,,
multi-tier,2.0,0.3,S2,40,-556.0,10.0,W4_OOS,,
multi-tier,2.0,0.3,S3,36,-347.0,16.7,W4_OOS,,
multi-tier,2.0,0.3,S4,28,-193.0,21.4,W4_OOS,,
multi-tier,2.0,0.3,S5,44,-501.0,13.6,W4_OOS,,
multi-tier,2.0,0.3,S6,56,-868.0,7.1,W4_OOS,,
multi-tier,2.0,0.5,S1,48,-250.0,18.8,W4_OOS,,
multi-tier,2.0,0.5,S2,40,-676.0,5.0,W4_OOS,,
multi-tier,2.0,0.5,S3,40,-96.0,22.5,W4_OOS,,
multi-tier,2.0,0.5,S4,28,-366.0,10.7,W4_OOS,,
multi-tier,2.0,0.5,S5,48,-250.0,18.8,W4_OOS,,
multi-tier,2.0,0.5,S6,60,-646.0,10.0,W4_OOS,,
multi-tier,3.0,0.15,S1,66,-500.0,13.6,W4_OOS,,
multi-tier,3.0,0.15,S2,60,-556.0,10.0,W4_OOS,,
multi-tier,3.0,0.15,S3,54,-346.0,16.7,W4_OOS,,
multi-tier,3.0,0.15,S4,42,-192.0,21.4,W4_OOS,,
multi-tier,3.0,0.15,S5,66,-500.0,13.6,W4_OOS,,
multi-tier,3.0,0.15,S6,84,-868.0,7.1,W4_OOS,,
multi-tier,3.0,0.3,S1,70,-334.0,17.1,W4_OOS,,
multi-tier,3.0,0.3,S2,60,-636.0,6.7,W4_OOS,,
multi-tier,3.0,0.3,S3,58,-180.0,20.7,W4_OOS,,
multi-tier,3.0,0.3,S4,42,-308.0,14.3,W4_OOS,,
multi-tier,3.0,0.3,S5,70,-334.0,17.1,W4_OOS,,
multi-tier,3.0,0.3,S6,88,-644.0,11.4,W4_OOS,,
multi-tier,3.0,0.5,S1,76,-26.0,23.7,W4_OOS,,
multi-tier,3.0,0.5,S2,60,-636.0,6.7,W4_OOS,,
multi-tier,3.0,0.5,S3,64,128.0,28.1,W4_OOS,,
multi-tier,3.0,0.5,S4,44,-192.0,18.2,W4_OOS,,
multi-tier,3.0,0.5,S5,74,-128.0,21.6,W4_OOS,,
multi-tier,3.0,0.5,S6,92,-416.0,15.2,W4_OOS,,
stop-ext,,,S1,14,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S2,10,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S3,12,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S4,8,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S5,13,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S6,16,0.0,0.0,W4_OOS,0.0,1.5
stop-ext,,,S1,14,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S2,10,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S3,12,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S4,8,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S5,13,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S6,16,0.0,0.0,W4_OOS,0.0,2.0
stop-ext,,,S1,14,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S2,10,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S3,12,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S4,8,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S5,13,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S6,16,0.0,0.0,W4_OOS,0.0,3.0
stop-ext,,,S1,14,147.0,100.0,W4_OOS,50.0,1.5
stop-ext,,,S2,10,-41.0,80.0,W4_OOS,50.0,1.5
stop-ext,,,S3,12,126.0,100.0,W4_OOS,50.0,1.5
stop-ext,,,S4,8,84.0,100.0,W4_OOS,50.0,1.5
stop-ext,,,S5,13,137.0,100.0,W4_OOS,50.0,1.5
stop-ext,,,S6,16,46.0,87.5,W4_OOS,50.0,1.5
stop-ext,,,S1,14,196.0,100.0,W4_OOS,50.0,2.0
stop-ext,,,S2,10,-1.0,80.0,W4_OOS,50.0,2.0
stop-ext,,,S3,12,168.0,100.0,W4_OOS,50.0,2.0
stop-ext,,,S4,8,112.0,100.0,W4_OOS,50.0,2.0
stop-ext,,,S5,13,182.0,100.0,W4_OOS,50.0,2.0
stop-ext,,,S6,16,115.0,87.5,W4_OOS,50.0,2.0
stop-ext,,,S1,14,294.0,100.0,W4_OOS,50.0,3.0
stop-ext,,,S2,10,-32.0,70.0,W4_OOS,50.0,3.0
stop-ext,,,S3,12,252.0,100.0,W4_OOS,50.0,3.0
stop-ext,,,S4,8,168.0,100.0,W4_OOS,50.0,3.0
stop-ext,,,S5,13,273.0,100.0,W4_OOS,50.0,3.0
stop-ext,,,S6,16,142.0,81.2,W4_OOS,50.0,3.0
stop-ext,,,S1,14,196.0,92.9,W4_OOS,100.0,1.5
stop-ext,,,S2,10,188.0,90.0,W4_OOS,100.0,1.5
stop-ext,,,S3,12,154.0,91.7,W4_OOS,100.0,1.5
stop-ext,,,S4,8,70.0,87.5,W4_OOS,100.0,1.5
stop-ext,,,S5,13,175.0,92.3,W4_OOS,100.0,1.5
stop-ext,,,S6,16,362.0,93.8,W4_OOS,100.0,1.5
stop-ext,,,S1,14,287.0,92.9,W4_OOS,100.0,2.0
stop-ext,,,S2,10,278.0,90.0,W4_OOS,100.0,2.0
stop-ext,,,S3,12,231.0,91.7,W4_OOS,100.0,2.0
stop-ext,,,S4,8,119.0,87.5,W4_OOS,100.0,2.0
stop-ext,,,S5,13,259.0,92.3,W4_OOS,100.0,2.0
stop-ext,,,S6,16,510.0,93.8,W4_OOS,100.0,2.0
stop-ext,,,S1,14,231.0,78.6,W4_OOS,100.0,3.0
stop-ext,,,S2,10,177.0,70.0,W4_OOS,100.0,3.0
stop-ext,,,S3,12,385.0,91.7,W4_OOS,100.0,3.0
stop-ext,,,S4,8,217.0,87.5,W4_OOS,100.0,3.0
stop-ext,,,S5,13,189.0,76.9,W4_OOS,100.0,3.0
stop-ext,,,S6,16,525.0,81.2,W4_OOS,100.0,3.0
stop-ext,,,S1,14,-7.0,64.3,W4_OOS,200.0,1.5
stop-ext,,,S2,10,177.0,70.0,W4_OOS,200.0,1.5
stop-ext,,,S3,12,147.0,75.0,W4_OOS,200.0,1.5
stop-ext,,,S4,8,217.0,87.5,W4_OOS,200.0,1.5
stop-ext,,,S5,13,-49.0,61.5,W4_OOS,200.0,1.5
stop-ext,,,S6,16,245.0,68.8,W4_OOS,200.0,1.5
stop-ext,,,S1,14,-14.0,57.1,W4_OOS,200.0,2.0
stop-ext,,,S2,10,316.0,70.0,W4_OOS,200.0,2.0
stop-ext,,,S3,12,140.0,66.7,W4_OOS,200.0,2.0
stop-ext,,,S4,8,182.0,75.0,W4_OOS,200.0,2.0
stop-ext,,,S5,13,-70.0,53.8,W4_OOS,200.0,2.0
stop-ext,,,S6,16,460.0,68.8,W4_OOS,200.0,2.0
stop-ext,,,S1,14,-112.0,42.9,W4_OOS,200.0,3.0
stop-ext,,,S2,10,404.0,60.0,W4_OOS,200.0,3.0
stop-ext,,,S3,12,42.0,50.0,W4_OOS,200.0,3.0
stop-ext,,,S4,8,28.0,50.0,W4_OOS,200.0,3.0
stop-ext,,,S5,13,-196.0,38.5,W4_OOS,200.0,3.0
stop-ext,,,S6,16,320.0,50.0,W4_OOS,200.0,3.0
